lat,lng,pop
-30.498999546476504,165.5543239606361,925
-37.00886334835177,-5.518725070161281,761
-38.10491472272835,-99.55785629132794,12
-20.39530465464047,123.68206638918218,997
49.426368126456396,164.60354444891,857
74.50549680898979,21.352332884561378,385
77.25347762837177,-72.9720168611773,31
63.9107491594398,122.46506491908593,313
-71.02948174061801,131.0185205459229,281
49.71454885089821,53.72134184300819,662
58.02539923354777,52.68074472040922,636
-13.045958525214388,167.4382406587464,530
-73.87005004692115,-131.0869964020679,400
41.635778581117194,58.39645277511667,774
49.06453091746667,60.10443965959189,772
-52.12298360873727,123.5893237485933,900
-3.563938083212747,157.4278497889295,507
44.74228620203104,-33.22640006929413,223
-62.62557668561056,118.2849487084755,680
25.74053764152255,-126.88594768606038,63
-8.110787463305641,-130.45833455169566,660
-89.00953413763922,-54.67937891337074,889
-22.598433275034708,49.4908422424316,504
-64.4833992304469,168.43825998952605,9
-87.11043589356963,-176.3049054753534,543
-40.96560357154856,-156.08638464034027,80
-74.1336851899519,-169.80589346019383,468
6.47533978001924,125.26619345168587,278
79.52512247512362,155.26652677209006,920
53.51542005047824,37.829564174876566,974
29.98794717600326,50.16592841321696,629
6.926302747933107,167.51986337992992,118
-73.48900993261307,-172.5178942653736,185
68.05860110328334,-103.83981820229496,440
-75.34759322086734,-48.872826025193916,661
5.4212751001161905,19.127401976875944,399
-77.44699740947797,122.10500643025529,769
-81.8308345117252,158.64142582777578,881
-71.08463037236007,-51.38909714196092,427
8.340813870243139,95.25089639929985,149
51.99874105706894,136.1053028376631,873
-1.1432830329848684,63.37752303805027,778
-44.946081935997334,-143.06110392319528,811
36.80463911514437,156.41650688335676,357
18.917665054640807,-78.06474288384682,140
60.26507966332525,-112.53925996431933,646
39.6072160791704,11.141780466324661,847
47.05703023940026,-77.04034723573783,216
-42.44082235904476,72.01854598656834,941
55.520164784099705,-54.52253621051962,608
-8.515183831850408,-143.85340163662912,616
-40.13153421560902,-62.994636549255205,168
-21.403822202663406,84.260544936131,686
83.77701121873903,41.08247005641877,402
-7.16905374235904,6.419636483103545,413
61.79721758519602,-150.5061008262287,26
-59.29052571357654,113.65920705305899,756
-79.87452443862398,-155.84548852425553,241
-8.061255122027262,-149.74210141060792,398
57.28687591530459,-158.66879017818366,638
22.216471944222164,-151.7616078941474,458
-39.22622651751479,132.49316633635732,6
77.59224552716154,105.43966802402264,909
-58.35691544775011,-58.52680638746445,470
-27.403687699157466,-112.61438281250133,421
79.09395059050254,-23.513789647838507,24
31.400124933619296,-16.30586843321032,212
37.767655932429676,134.05228407186274,208
-9.22663885220534,-17.002543975834612,118
-33.52716930876271,25.8570845026058,502
-37.42921630741894,127.58534010591279,892
-43.05643212342122,-48.40950445926134,547
25.035811589233475,25.197516042996824,206
-70.2438487864909,-113.37801578120782,183
80.34105577651252,174.547145913551,60
74.90746037542772,127.97276911301174,264
26.38984835228088,-123.99044633358699,160
61.135133928803924,-35.838341487541214,518
3.185605723590143,86.93266288943909,662
58.56591923154667,-37.63481374087016,126
-46.614847100468076,-163.56371166909074,545
-79.54525636477338,-11.574855454987102,167
65.95522425166388,-73.14264859575597,501
-30.461936824361523,71.29055468425341,863
-68.60026161905441,-143.05586103856848,145
-15.040500261319337,25.229446447335363,668
-78.99554561101066,99.56542942748155,42
61.19177169085734,-128.8045770856637,546
-10.60698157392899,38.31257363623638,555
32.40568212315512,-33.906156435899106,606
16.71888321946136,107.91297771877527,90
-12.364815531030715,-170.5791830608021,901
63.14070178758425,-78.95597586130579,904
64.35551540763737,1.3284498170834809,344
-48.11732176118667,128.6285264864486,32
-40.476844249218175,-15.207898202040894,779
46.13360529366415,28.70814174828098,306
-32.309006006769316,2.484003711136438,500
-0.90356507555137,-96.3776232206497,809
77.28916442242502,-62.005620373176924,361
84.05883776981437,-153.83039560489425,528
20.94885175339897,152.6908190080194,927
-27.233006323426913,44.63670049679777,321
-69.65717820671324,-174.6894260835061,77
-6.445161098293568,173.5137173924577,30
-73.11378170291142,111.07487899426673,700
-31.136407987441416,103.75691988428412,126
40.93628226478489,16.408049301115796,810
17.75549642830825,83.60901140981093,233
65.42466468430717,-156.10175555198663,707
-7.518176597183285,53.444430664342065,656
73.32136218113985,44.07047068893422,10
-84.03754235235188,-166.73560462219965,320
-83.35633001733731,49.89735281671332,323
65.70465037159082,-92.96711198385968,751
-17.812544623607536,98.22137910241406,400
79.72010599658915,-51.35946839267143,6
42.43421502841488,135.1863926562026,917
-72.52700578120024,-160.94784942291912,78
54.225916517939226,26.496231608548726,687
-74.74194449528977,20.09228508362665,317
54.863079404650705,-71.77991223837114,798
-63.66250456375691,133.73622771747932,556
32.24248070326709,147.3783285059859,927
55.472690412580675,28.060664600371723,642
-7.052717420598711,-31.83666172469333,662
-50.71788432952035,-111.69964698344684,254
14.860022274511948,23.913226123502596,22
34.730018575607815,10.612917893868257,739
73.21548112907928,-77.09291797562848,796
-87.5910034236438,69.66096117646092,867
71.5337201455333,95.83742332713274,680
14.036978905692749,-105.29203663427495,249
11.086375566368375,-39.93934728802708,849
85.41960620363605,-20.586522126441707,934
-41.86896346535628,115.22616739870824,395
-39.610635577444874,168.02964413646743,164
-11.014884906820939,75.24661161855855,799
38.11648778758337,-156.03556099079321,484
13.355490377701628,-3.1364745123634066,719
73.44541542871673,2.852288379205703,407
-51.16433970477968,-105.12412909000577,910
10.259114652229314,-98.5158664986519,433
64.67412415798753,88.28544677214052,670
-20.673927526622364,175.12413490718677,346
24.829508613253324,29.756932414267055,173
-88.63193264044416,-137.2947396592258,646
-65.49441041578282,32.24913578217917,346
-74.41158707308585,117.48921658818824,732
-40.83192119288242,54.81466264491084,568
-50.391396067208035,-4.011396021607737,329
49.365623000047094,-2.39151399247271,230
-8.742133201047068,-144.11157497535578,762
18.23550174402348,-21.424166753544284,565
-48.92325612104819,-98.5238447921779,875
-15.73154965440105,-126.21910905141556,401
16.476403733382668,-167.75586632801472,747
27.840632538486943,20.457959536809682,523
55.55342184589321,51.696520675721644,629
-11.265307846635167,26.657899671903948,169
63.510250268842924,-46.17864603147197,492
-66.67371278297304,-79.28118465736192,218
-3.915103686155007,-43.32831047607161,476
-44.07587439110062,133.6920209382393,752
38.987233480795055,148.73660031806526,439
48.12130885726043,-14.36802098137133,945
-62.21038278150359,63.942415026687655,130
17.733963324483966,-18.10472087086106,173
49.819862562881355,101.8554756624639,988
-20.604277993399336,-66.778908968231,623
-58.561997478762976,133.76450654879704,613
8.659296326748105,-21.814007009155915,305
75.60372963152776,54.29395028117719,78
-54.75811069249305,-116.22238710469415,258
77.36867620499211,-105.8168330709472,823
57.96332803521909,157.38136082176055,179
-10.874620343888694,126.82690340707057,814
-41.04135538559891,55.7259299499855,541
-4.121864162958289,26.201194451990858,618
-83.46269054853674,30.415028062128954,69
12.111466058010151,-179.48265088786516,928
-3.0794757282104257,-125.32358792865588,11
-18.306510471589306,22.510915257887916,508
24.211620524054425,147.56998192328837,470
53.547005888949656,112.73443020645811,744
24.833789230165863,71.73990197608398,346
80.05608845929899,179.82873752924758,445
40.30260795937525,67.82362403679187,829
55.71916976145022,28.62580661669503,600
48.475647292968176,141.36673733376114,927
20.353934317469353,141.47363036255666,178
41.520562194306706,115.55632019791506,563
84.43866992825676,47.12650548153621,198
-28.229253163828524,177.65728045355627,606
-74.71732317059306,-38.57022129685643,539
-41.44702279118754,18.884595923464985,713
33.85195562837367,-68.76491087749639,849
76.47816916267791,81.20569400443179,156
-55.15070054605465,179.29434339825764,321
-2.4760466004102284,-45.30687380721588,102
-25.70391794544696,20.83758712369243,981
-40.66237558232064,118.33112747708458,468
-2.7265172570401717,99.65890756506371,753
2.7991243557553105,-140.33491389655413,528
26.7822937120728,-76.66531649448031,532
54.442560241639654,21.90066450528184,60
76.68201409595892,-134.4685526006291,567
7.16562308019445,-115.73246884604725,45
6.292594402675519,-53.599741012726994,79
-53.03944656169517,-36.38622265738525,961
-64.65017376093445,-19.337096864147213,545
-88.83429137940334,-139.35613748930842,227
-32.92145035288393,-153.41062311644745,416
34.342153491020355,-162.39745717614872,73
84.2766719715809,-45.25664661095985,798
28.113409980239283,51.210305348969456,244
-80.34704848031951,138.88399069548018,69
-55.54061357505795,4.812519021626741,928
-89.3182392825676,97.90439944378898,771
38.73778198675922,-19.39343677396016,154
-82.89829226620483,2.4627093260005495,252
31.960747341714978,-42.529176309220304,567
-23.756146247214076,-155.44244921113074,691
-85.25445913289343,174.0236523265454,835
-27.625404819973404,132.4289180989927,962
-22.209545977517905,76.68945354174065,340
-25.55678905947626,-68.25667421102852,486
-3.663177565525018,-151.326681642502,782
67.18920738451038,-149.11556137730307,60
-73.92000784681585,-83.11470546527173,815
39.791293247337364,37.64579002245807,541
-67.57106466140296,94.12268541791263,376
-64.23234395757504,-98.78930095746502,99
25.767665220574443,20.561907865794268,529
-87.52187657720921,37.97557445019572,138
-50.04292685363584,103.17883800328639,196
46.76958227507919,-159.6215441644989,154
-80.51175071235016,142.583483885244,532
46.19058643671784,147.76022290960714,999
-36.52149753514579,-117.36832175026267,118
24.87391130049936,178.49517442413105,569
-77.92280083230902,136.53683322230245,211
-64.9820748224332,169.6588752103399,416
79.67967189893352,123.51473403826981,964
13.360036030507217,129.83314490032103,37
41.54411791947314,149.47207064627042,972
-1.2045195877986998,172.52191976641956,409
16.08037122808976,-138.93324284774792,883
72.39813627009585,-95.4569090645564,358
-12.808279536862287,-20.19337156390523,915
87.61748636696069,108.70268402413342,968
-55.09113346673077,103.80388490739978,397
-6.212283402662763,13.668143646663026,856
-78.31229365396416,-168.79513556003073,975
42.47545497597693,-60.61234795935725,713
-22.620773627351127,80.76184330792455,611
-78.96743859593239,-79.63755950323028,185
-41.89469433400049,-178.09202465923568,762
-25.887877304830567,22.718185596746963,766
-4.588791240041431,127.42638396029145,310
68.86670273445134,-38.34586447640055,232
-73.58207919475007,14.818775868398433,891
83.6512287341898,152.93427067390718,596
13.93460319673052,80.45356895667663,760
6.693557608665159,174.64846949532517,224
57.40047970432411,60.565321455466346,837
-69.99442857203559,150.3334544389487,997
8.490491648905419,-91.15419009364095,764
71.08577047804602,-98.42838462241346,768
7.413880177881168,143.15305435403286,706
71.21169566064603,-60.94065479174442,765
-70.86918885761148,111.92070612709034,198
16.256142085459203,65.56773273177782,824
-66.0553321790141,-37.74772973745738,112
-41.09520147858068,-120.21607010936341,272
82.36005948309048,-10.239120656884296,31
-40.2445580856649,145.45750757854688,682
58.59257652189311,140.15857617345085,998
-84.86662909142669,154.06716850491244,100
-5.556816898778294,-81.23450167753631,421
-46.71313154631241,150.3570046860329,428
-16.618026118592965,-51.003405044107865,516
-23.90474258134644,-170.21162816759482,246
-52.1994582403577,65.73018745387529,85
-59.34499927839048,-149.14941433292577,62
10.944756063198184,-59.68832935155805,998
2.523290582040673,-97.07687429361403,605
79.21640365438304,89.17592102432621,251
-70.68212784728155,179.40304771343295,933
65.64141702230413,68.02186718701608,45
26.333435950784818,-74.08205331858622,422
-11.320626709335428,6.6454683048274035,453
3.19141400043857,-73.58067912374406,381
-29.19783427496902,-20.28036931838261,399
-64.22577530597653,-3.4198263100192605,88
23.9253806296273,46.97935071861903,643
20.773934155501166,140.8013308243797,290
-28.44512614612087,151.7291113388369,780
77.31554550120865,50.91274764583537,609
-68.9909299590177,-46.457852711479575,934
-34.8687416637787,90.3290618987885,806
25.423247792917493,-3.1767647460537773,266
-64.99944339019777,-46.37613616423104,940
20.182793675195683,50.65628803382123,2
-87.79219456032597,39.385051896061384,13
-59.47907153190153,-53.44251651862582,623
-60.409596680631495,178.89776367079406,32
-34.443818917047395,-41.9124027230134,795
22.643503033911742,-46.966304055418306,704
-64.8422138357082,-169.94920407800743,73
12.347633565957025,-138.54077402330273,357
87.85229155686602,56.4712448176964,258
-76.39580904718389,41.52299080353146,867
71.40195231282385,-19.10599762555853,861
-6.56385833106539,-105.67730689569237,428
28.45617915404766,45.92901748767969,309
42.57478139375098,-17.461328654483708,392
-0.10010294826219024,-71.20658265753232,704
-9.747527181659876,-58.505538895875986,672
19.815933849844328,93.40311056323151,160
-44.12967149960563,-84.69052033754592,485
-80.40280853071505,76.96644383772309,285
15.023847680625167,126.02427373510511,773
-45.50781338032664,-138.56083867102,655
88.4591316131808,-114.36751010869476,882
12.710090755729482,-50.26157195630137,437
44.09653255632895,34.01127142434268,247
55.24991033206905,-23.53375448967668,952
20.8424760163322,160.2677874464664,823
66.60307923974943,-54.03414812072684,799
32.45292805325835,-101.26457852185408,480
37.55189645329037,113.00682094850708,669
-4.714555099537108,104.23741897591549,822
79.40594174788424,54.9866049919288,380
2.5449547714404304,29.62455468507153,407
27.081095646303055,-22.005614290399336,89
-53.83675670590507,-51.79967157047437,740
-23.12166563000467,79.43922957215187,890
-77.77596096920217,18.155453914153497,280
-79.35547418467931,30.8867261754051,788
51.57930261351191,104.14666998597943,773
60.02636677973149,-89.01781415992859,177
-75.61540271683103,110.6513685047446,194
11.96206179854613,67.5412550426305,667
73.95052781601316,-24.451067765621872,408
-61.523518140315005,-99.5185041658452,948
-64.75698713071921,-14.850105769213513,879
-13.544836396906533,143.7677184380159,333
-55.064019213462565,174.65858671262572,476
45.330411975680136,-8.532804007825348,302
57.13881841320736,-53.42399052585968,742
38.79428680256356,41.225809303411864,874
-43.408582928010546,-125.1556089981012,993
80.67391032805571,-57.517069346170786,984
70.30646833939937,-64.23654122890757,776
50.84264960367727,-66.35575314602472,801
8.044912205643499,-4.934608675126327,603
-58.250351770657275,124.78884149728316,225
16.58897733130634,43.712717744635086,537
-45.24069036119224,-80.63566082553837,39
19.575507113638324,76.14809208730424,734
23.29606476304832,-105.60632972828779,279
31.417734326399795,-164.3113045606438,961
-68.27380185709066,-118.24429371507316,174
80.35130854645385,-114.74537086812833,302
-24.004358196832513,-116.33468030162153,485
80.92397959922096,-137.51793463949355,972
5.615761518766362,-70.27493243320588,296
-43.29832244290506,54.67601548475457,337
31.4223178770426,104.71863359512605,477
69.35312112494881,-154.92457269861472,598
-76.16412175138791,-33.774668872934114,274
66.1372410458732,-166.43782900870468,971
-7.955167659246328,32.69339859914584,876
27.916923665253577,19.005130105839385,173
4.365376450329592,-173.10493603771351,127
-13.382986014148315,-104.02192732239253,325
-4.05355310291236,163.75089243213034,751
-81.44155038334014,78.62287287409134,912
68.01863709946994,-74.80134576705781,882
55.70591405718659,-31.263378246096778,543
-58.214848469715584,-123.96355123676878,362
-50.623766244532874,75.70476080893789,725
40.084865839822555,75.1917944473054,207
39.39663929252757,-116.55085032719713,209
1.4506877553133677,2.6162166522573784,329
-66.48347085943304,92.11741311983877,92
-88.42092200521637,160.69773735525223,135
-81.50114140022605,-91.92816454759007,716
53.81196109351467,-145.02458583220943,724
-7.917666486594555,120.16299681353684,139
41.79701460507661,-163.15409770870758,504
-60.968310717478104,151.55302291887534,633
35.684605220120446,-15.317777973353316,932
71.11218183326133,-102.58585400637229,1000
-14.969870808043481,69.10892759040826,874
-18.015867167752802,-76.50207278976907,563
-45.154616137007764,-27.03268034375995,485
-22.23263467757448,60.94911901876313,835
4.053386517671001,-60.10757451253295,950
-55.38926342464473,-166.5660568023543,37
-8.494442953612364,-91.42963393129978,733
25.88176177781355,-27.320236752212992,729
65.74492094476071,-132.42302093179887,743
5.661876081306971,-0.6007743482414298,227
17.967354065222054,42.267449492124314,948
88.74000187395586,-161.86453155762428,12
38.77047539777951,21.884382554765978,942
32.66197246239645,62.21838669360869,911
12.87806855222631,-70.04941175037428,113
72.0001733603614,-118.53867649604541,152
-20.88059033155531,121.62129844131812,690
-57.38944248940063,-122.43402903230094,776
55.848468777770506,42.86408374759009,859
-40.21906814736159,-121.97729199860987,267
-70.04719226670522,-57.8455277797442,637
-5.875160385684794,149.19799187259042,546
-2.417120192183873,170.05411350277143,764
33.39522096758438,-92.62481470621805,860
-86.45987412999798,5.426951049417511,662
0.18452552091272878,-152.65230252996022,957
-78.0605205269519,94.35054588720624,173
24.518104303109382,107.0971031945939,170
-86.96290651634442,-12.37054949204321,751
58.40411668638177,-3.8999189884227974,538
-73.07048888206181,-106.62771977046556,673
-29.440907120672996,169.24389920198297,781
19.905734332277987,-103.49463022205062,86
55.958323803066804,-63.89084821482871,924
-78.57779084184978,-53.318964087527746,441
65.47513988772337,93.56420578149215,750
-77.5072113196148,60.28009490953977,207
79.62366852257611,96.83090783387297,889
75.88115435729932,120.21952510112999,798
26.701273970450046,153.1981481791983,115
-66.0011628224022,173.1304157802531,657
-77.29052538413659,29.438549877824215,417
85.21044893674713,-142.4777257108425,207
-77.98473500161991,48.89987454576877,558
-53.66408358518893,66.93822720998213,625
61.0346370621057,86.17340129252887,470
31.01607759597742,107.78810933564438,239
20.943759166460353,146.41940361130298,938
3.566696664298007,-27.79262214918296,584
59.027917946591714,66.69977834582099,981
12.94796674135334,-107.74423424635049,818
36.37076952363958,101.8820022992432,655
-53.974539107356996,-111.88944256343098,665
14.290036503712159,144.24208841113494,229
14.223319154828815,-136.5650810045531,652
-37.72745325314469,164.50422688538072,514
9.57163309415543,148.64582263103517,806
80.04897658423835,99.61004845546518,176
-37.49252142918035,-169.101995268895,138
60.80761122759071,-43.1040095652383,458
64.18016873699861,-25.228910777701458,819
-8.901224879886968,-109.29354611380751,532
38.58651709856815,172.3748701362253,182
-69.15224687503334,-155.02293305958423,36
-47.666754540270304,-178.2674021557859,98
-41.883884738298484,-137.49682568566158,321
-81.39908948399682,-139.66800850802466,798
-66.65694049006225,116.87606640657873,421
-48.30505084080356,-10.625980420518658,235
-28.32779719715655,-50.4230212662695,604
-88.50811577157033,87.68180181105095,917
-0.9930268603708043,117.0920028328361,74
-71.63529719277795,128.22654993447804,732
42.529584435295504,48.77900748128209,695
-3.09873555674163,-119.61514936153444,52
36.89844199494382,-56.345949349143,393
45.322928219628665,-132.66208211598604,412
20.614206299368348,164.45373472208274,823
24.16744381475705,17.08824686661012,481
-83.82425468261049,62.430437036930726,13
-35.96744825782609,-83.7118214482904,933
-32.83268136922684,-30.82487881120423,851
-40.92026640951638,66.71731092618722,244
38.62575612939315,12.24817692962074,397
-29.473284950892598,-116.79447094812258,775
-9.750103956010122,-105.11873307483651,613
7.683710574142921,-118.35220899049213,280
13.079123607995385,-71.63331650851161,260
-16.111454203300823,-168.10945410403681,56
-80.7612533935888,-86.29574873442198,285
-22.057979399860173,-80.66065962756909,601
59.81882987260704,-57.359729808208854,595
-62.011216057772145,169.66827776451197,493
-28.413594774888267,109.56641808062949,303
-44.385828298261465,150.7674691117113,452
42.35810280473899,18.237325394779248,527
77.3830583613443,-19.89972129989232,322
19.271753155518198,66.92405599817982,76
-13.997020581805927,175.105457132742,768
-38.02370060639414,55.02620520529135,746
-83.49401809261097,73.09026740789719,885
37.538463117771954,-67.76744133035916,777
-17.35955951707477,56.5210564211074,252
8.66689125259333,-127.88007096544357,216
-6.540362647632264,-158.33311067454332,970
21.70858086349078,-62.525203406154986,543
41.01960229542851,-25.022789171391764,664
-49.36519016351785,12.143340915692932,20
81.5801054366919,-165.9712591821105,639
7.609712782799846,-116.65607185527222,828
-67.46716627319819,29.148004590939905,911
0.6428146021390262,2.619406630209994,535
16.06000948761988,-152.78954468193353,68
-1.6033960568647103,55.731859762050675,72
-29.08976291552765,-95.66350200191029,99
36.74826440723493,154.0810870281308,617
2.122257638554885,-99.55878650350444,963
-11.742398416516863,44.53306766209454,270
-63.896989398911586,-129.86358941880297,110
10.333869752860025,-135.90442342147958,61
